fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.polymer_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.landfill.capital_a_parameter[default],fs.costing.landfill.capital_b_parameter[default],fs.unit.properties[0.0].flow_mass_comp[H2O],fs.unit.properties[0.0].flow_mass_comp[tds],fs.unit.electricity[0.0],fs.unit.energy_electric_flow_vol_inlet,fs.unit.capacity_basis[0.0],fs.unit.total_mass[0.0],fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[LandfillZO],fs.costing.LCOW_aggregate_indirect_capex[LandfillZO],fs.costing.LCOW_aggregate_fixed_opex[LandfillZO],fs.costing.LCOW_aggregate_variable_opex[LandfillZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,flow_mgd,subtype,unit_class,unit,fs.costing.landfill.capital_a_parameter[landfill_zld],fs.costing.landfill.capital_b_parameter[landfill_zld]
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3339870.754336385,0.0,0.0,2.841160662387853e-42,1.9463709621145736e-39,3511874.0981847094,49764.07423961214,,,258.6771073460647,0.025867710734606475,1.000000000000018e-18,0.0,302096.0,931330.7102044775,3339870.7543363855,1.0515,0.014900000000000002,3339870.7543363855,49764.07423961214,49764.07423961214,1.9463709621145736e-39,278216.52414777956,5009.806131504578,166993.53771681926,3339.8707543363853,3005.883678902747,26718.966034691082,10019.612263009156,6679.741508672771,0.03407826928381138,0.02661222291178006,0.0013705294799566787,0.006095516892074645,8.391029050842587e-23,0.02661222291178006,0.0013705294799566787,0.006095516892074645,8.391029050842587e-23,2.384076717812048e-46,3.050646382920268e-45,1.0737324443864456e-21,1.0,3339870.7543363855,5.904166666666666,landfill_zld,LandfillZO,landfill,1000000.0,0.7
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3661674.3281197404,0.0,0.0,0.0,0.0,3850250.5560179073,54558.947488984144,,,295.00508501851834,0.029500508501851843,1.000000000000018e-18,0.0,302096.0,1062124.5078972727,3661674.328119741,1.0515,0.014900000000000002,3661674.328119741,54558.94748898414,54558.94748898414,0.0,305023.2715765818,5492.51149217961,183083.71640598704,3661.6743281197405,3295.5068953077666,29293.394624957924,10985.02298435922,7323.348656239481,0.032760919191136384,0.025583484802248927,0.0013175494673158216,0.005859884921571639,7.357727824903433e-23,0.025583484802248927,0.0013175494673158216,0.005859884921571639,7.357727824903433e-23,0.0,0.0,9.415092040195504e-22,1.0,3661674.328119741,6.7333333333333325,landfill_zld,LandfillZO,landfill,1000000.0,0.7
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,3971772.882196255,0.0,0.0,0.0,0.0,4176319.1856293622,59179.415944724205,,,331.3330626909721,0.03313330626909721,1.000000000000018e-18,0.0,302096.0,1192918.3055900685,3971772.8821962555,1.0515,0.014900000000000002,3971772.8821962555,59179.415944724205,59179.415944724205,0.0,330854.9723232062,5957.659323294382,198588.64410981277,3971.772882196255,3574.59559397663,31774.18305757004,11915.318646588765,7943.54576439251,0.031639200206086085,0.024707517908920954,0.0012724371723094325,0.005659245124855701,6.551012763109611e-23,0.024707517908920954,0.0012724371723094325,0.005659245124855701,6.551012763109611e-23,0.0,0.0,8.38280371182145e-22,1.0,3971772.8821962555,7.562499999999999,landfill_zld,LandfillZO,landfill,1000000.0,0.7
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4271814.564138819,0.0,0.0,0.0,0.0,4491813.014191968,63650.03700566841,,,367.6610403634258,0.036766104036342576,1.000000000000018e-18,0.0,302096.0,1323712.1032828637,4271814.564138819,1.0515,0.014900000000000002,4271814.564138819,63650.03700566842,63650.03700566842,0.0,355848.91969111864,6407.721846208229,213590.72820694098,4271.814564138819,3844.633107724938,34174.51651311055,12815.443692416458,8543.629128277638,0.03066695426886464,0.023948276722376878,0.0012333362512024141,0.005485341295285356,5.903718056129068e-23,0.023948276722376878,0.0012333362512024141,0.005485341295285356,5.903718056129068e-23,0.0,0.0,7.554512779024793e-22,1.0,4271814.564138819,8.391666666666666,landfill_zld,LandfillZO,landfill,1000000.0,0.7
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4563076.559753255,0.0,0.0,0.0,0.0,4798075.002580548,67989.8407403235,,,403.9890180358795,0.040398901803587954,1.000000000000018e-18,0.0,302096.0,1454505.9009756593,4563076.559753255,1.0515,0.014900000000000002,4563076.559753255,67989.8407403235,67989.8407403235,0.0,380111.5052809898,6844.614839629882,228153.82798766275,4563.076559753255,4106.76890377793,36504.61247802604,13689.229679259764,9126.15311950651,0.029812202412787526,0.023280788396055456,0.0011989606023968579,0.005332453414335215,5.372836947602324e-23,0.023280788396055456,0.0011989606023968579,0.005332453414335215,5.372836947602324e-23,0.0,0.0,6.875186957503811e-22,1.0,4563076.559753255,9.220833333333333,landfill_zld,LandfillZO,landfill,1000000.0,0.7
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4846574.334696118,0.0,0.0,0.0,0.0,5096172.912932969,72213.95758697217,,,440.3169957083331,0.04403169957083332,1.000000000000018e-18,0.0,302096.0,1585299.698668454,4846574.334696119,1.0515,0.014900000000000002,4846574.334696119,72213.95758697216,72213.95758697216,0.0,403727.3189904951,7269.861502044177,242328.7167348059,4846.574334696118,4361.9169012265065,38772.594677568944,14539.723004088353,9693.148669392236,0.029051950424402295,0.022687096409659806,0.0011683854650974864,0.005196468549645008,4.929555623981735e-23,0.022687096409659806,0.0011683854650974864,0.005196468549645008,4.929555623981735e-23,0.0,0.0,6.3079555294178835e-22,1.0,4846574.334696119,10.049999999999999,landfill_zld,LandfillZO,landfill,1000000.0,0.7
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5123132.3558607595,0.0,0.0,-2.9791728827240054e-36,-2.0408746021003154e-33,5386973.672187589,76334.67210232533,,,476.6449733807868,0.04766449733807868,1.000000000000018e-18,0.0,302096.0,1716093.4963612494,5123132.35586076,1.0515,0.014900000000000002,5123132.35586076,76334.67210232532,76334.67210232532,-2.0408746021003154e-33,426765.0402177954,7684.698533791139,256156.617793038,5123.132355860759,4610.819120274684,40985.05884688607,15369.397067582278,10246.264711721518,0.02836915655038203,0.022153892606764307,0.0011409254692483664,0.005074338474369362,4.553844567232457e-23,0.022153892606764307,0.0011409254692483664,0.005074338474369362,4.553844567232457e-23,-1.3566690246496024e-40,-1.7360201463620423e-39,5.827188332805796e-22,1.0,5123132.35586076,10.879166666666665,landfill_zld,LandfillZO,landfill,1000000.0,0.7
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5393431.77775898,0.0,0.0,0.0,0.0,5671193.514313568,80362.13348860883,,,512.9729510532405,0.05129729510532406,1.000000000000018e-18,0.0,302096.0,1846887.294054045,5393431.777758981,1.0515,0.014900000000000002,5393431.777758981,80362.13348860882,80362.13348860882,0.0,449281.4102126634,8090.147666638471,269671.588887949,5393.43177775898,4854.0885999830825,43147.45422207184,16180.295333276941,10786.86355551796,0.02775086913701346,0.021671062850033423,0.0011160597367767227,0.00496374655020332,4.2313481014391265e-23,0.021671062850033423,0.0011160597367767227,0.00496374655020332,4.2313481014391265e-23,0.0,0.0,5.414515564753001e-22,1.0,5393431.777758981,11.708333333333332,landfill_zld,LandfillZO,landfill,1000000.0,0.7
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5658043.696402541,0.0,0.0,0.0,0.0,5949432.946767273,84304.85107639788,,,549.3009287256942,0.05493009287256943,1.000000000000018e-18,0.0,302096.0,1977681.0917468404,5658043.696402542,1.0515,0.014900000000000002,5658043.696402542,84304.85107639787,84304.85107639787,0.0,471324.00217748765,8487.065544603813,282902.1848201271,5658.043696402541,5092.239326762287,45264.34957122033,16974.131089207625,11316.087392805082,0.027187033923656446,0.02123075561909972,0.0010933839143836353,0.00486289439017309,3.951508197090044e-23,0.02123075561909972,0.0010933839143836353,0.00486289439017309,3.951508197090044e-23,0.0,0.0,5.056426964757704e-22,1.0,5658043.696402542,12.5375,landfill_zld,LandfillZO,landfill,1000000.0,0.7
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5917453.00360531,0.0,0.0,0.0,0.0,6222201.833290985,88170.04975371913,,,585.6289063981479,0.0585628906398148,1.000000000000018e-18,0.0,302096.0,2108474.889439636,5917453.003605311,1.0515,0.014900000000000002,5917453.003605311,88170.04975371913,88170.04975371913,0.0,492933.2083684255,8876.179505407965,295872.6501802655,5917.45300360531,5325.70770324478,47339.62402884248,17752.35901081593,11834.90600721062,0.026669702891539606,0.020826764188924166,0.0010725783557295964,0.004770360346885844,3.706386585113449e-23,0.020826764188924166,0.0010725783557295964,0.004770360346885844,3.706386585113449e-23,0.0,0.0,4.742764568876538e-22,1.0,5917453.003605311,13.366666666666665,landfill_zld,LandfillZO,landfill,1000000.0,0.7
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6172075.916139107,0.0,0.0,0.0,0.0,6489937.825820273,91963.93115047271,,,621.9568840706015,0.062195688407060155,1.000000000000018e-18,0.0,302096.0,2239268.6871324307,6172075.916139108,1.0515,0.014900000000000002,6172075.916139108,91963.93115047271,91963.93115047271,0.0,514143.70030185144,9258.11387420866,308603.7958069554,6172.075916139107,5554.868324525197,49376.607329112856,18516.22774841732,12344.151832278214,0.026192493533328618,0.02045410436542981,0.001053386374819637,0.004685002793079172,3.489899666875241e-23,0.02045410436542981,0.001053386374819637,0.004685002793079172,3.489899666875241e-23,0.0,0.0,4.465743685634263e-22,1.0,6172075.916139108,14.195833333333331,landfill_zld,LandfillZO,landfill,1000000.0,0.7
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6422273.127796642,0.0,0.0,0.0,0.0,6753020.19387817,95691.86960416997,,,658.2848617430552,0.06582848617430553,1.000000000000018e-18,0.0,302096.0,2370062.4848252265,6422273.1277966425,1.0515,0.014900000000000002,6422273.1277966425,95691.86960416997,95691.86960416997,0.0,534985.5243420324,9633.409691694962,321113.6563898321,6422.273127796641,5780.045815016978,51378.18502237313,19266.819383389924,12844.546255593283,0.02575020961652206,0.020108718334046385,0.0010355989942033915,0.0046058922882722874,3.297306756806418e-23,0.020108718334046385,0.0010355989942033915,0.0046058922882722874,3.297306756806418e-23,0.0,0.0,4.219298041307802e-22,1.0,6422273.1277966425,15.024999999999999,landfill_zld,LandfillZO,landfill,1000000.0,0.7
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6668359.858121623,0.0,0.0,0.0,0.0,7011780.390814888,99358.5618860122,,,694.612839415509,0.0694612839415509,1.000000000000018e-18,0.0,302096.0,2500856.282518022,6668359.858121624,1.0515,0.014900000000000002,6668359.858121624,99358.5618860122,99358.5618860122,0.0,555484.9387762632,10002.539787182435,333417.9929060812,6668.359858121624,6001.523872309462,53346.87886497299,20005.07957436487,13336.719716243248,0.025338569158289543,0.01978726223125084,0.0010190440049094199,0.004532262922129282,3.1248589132835594e-23,0.01978726223125084,0.0010190440049094199,0.004532262922129282,3.1248589132835594e-23,0.0,0.0,3.9986304170712045e-22,1.0,6668359.858121624,15.854166666666666,landfill_zld,LandfillZO,landfill,1000000.0,0.7
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6910613.653730473,0.0,0.0,2.841160662387853e-42,1.946425992960782e-39,7266510.256897593,102968.14344058406,,,730.9408170879626,0.07309408170879628,1.000000000000018e-18,0.0,302096.0,2631650.080210817,6910613.6537304735,1.0515,0.014900000000000002,6910613.6537304735,102968.14344058406,102968.14344058406,1.946425992960782e-39,575665.0636773217,10365.920480595709,345530.68268652365,6910.613653730473,6219.552288357426,55284.90922984378,20731.840961191418,13821.227307460946,0.0249540054033822,0.019486950725283402,0.001003577962352098,0.004463476715746702,2.969552488772214e-23,0.019486950725283402,0.001003577962352098,0.004463476715746702,2.969552488772214e-23,8.437393166671751e-47,1.0796118692802246e-45,3.7998972869520315e-22,1.0,6910613.6537304735,16.683333333333334,landfill_zld,LandfillZO,landfill,1000000.0,0.7
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,7149280.531326071,0.0,0.0,0.0,0.0,7517468.478689365,106524.27991675849,,,767.2687947604164,0.07672687947604165,1.000000000000018e-18,0.0,302096.0,2762443.877903613,7149280.531326072,1.0515,0.014900000000000002,7149280.531326072,106524.27991675847,106524.27991675847,0.0,595546.3926262452,10723.920796989107,357464.02656630357,7149.2805313260715,6434.352478193465,57194.24425060857,21447.841593978213,14298.561062652143,0.024593518636217348,0.01920544129401967,0.0009890802266420164,0.004398997115555664,2.828952692135128e-23,0.01920544129401967,0.0009890802266420164,0.004398997115555664,2.828952692135128e-23,0.0,0.0,3.61998304471947e-22,1.0,7149280.531326072,17.5125,landfill_zld,LandfillZO,landfill,1000000.0,0.7
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,7384579.876546602,0.0,0.0,1.4205803311939265e-42,9.73212996480391e-40,7764885.740188752,110030.24016054439,,,803.5967724328701,0.08035967724328703,1.000000000000018e-18,0.0,302096.0,2893237.6755964085,7384579.876546603,1.0515,0.014900000000000002,7384579.876546603,110030.24016054437,110030.24016054437,9.73212996480391e-40,615147.2007941982,11076.869814819904,369228.9938273301,7384.579876546602,6646.121888891942,59076.63901237281,22153.739629639807,14769.159753093203,0.024254564101059795,0.018940746700187805,0.0009754484550596735,0.004338368945812324,2.7010650079609137e-23,0.018940746700187805,0.0009754484550596735,0.004338368945812324,2.7010650079609137e-23,3.8372696773459426e-47,4.910002186049543e-46,3.4563354695492796e-22,1.0,7384579.876546603,18.34166666666667,landfill_zld,LandfillZO,landfill,1000000.0,0.7
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,7616708.395349397,0.0,0.0,0.0,0.0,8008968.877709892,113488.95509070603,,,839.9247501053239,0.08399247501053239,1.000000000000018e-18,0.0,302096.0,3024031.4732892043,7616708.395349398,1.0515,0.014900000000000002,7616708.395349398,113488.95509070603,113488.95509070603,0.0,634483.8740990065,11425.062593024097,380835.41976746987,7616.7083953493975,6855.037555814458,60933.66716279518,22850.125186048193,15233.416790698795,0.02393496603056105,0.01869116785498724,0.0009625951445318456,0.004281203031041969,2.5842399837087465e-23,0.01869116785498724,0.0009625951445318456,0.004281203031041969,2.5842399837087465e-23,0.0,0.0,3.3068438897969857e-22,1.0,7616708.395349398,19.170833333333334,landfill_zld,LandfillZO,landfill,1000000.0,0.7
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,7845843.334125052,0.0,0.0,4.4393135349810204e-44,3.056187311484582e-41,8249904.265832493,116903.06567846329,,,876.2527277777775,0.08762527277777776,1.000000000000018e-18,0.0,302096.0,3154825.270981999,7845843.334125053,1.0515,0.014900000000000002,7845843.334125053,116903.06567846329,116903.06567846329,3.056187311484582e-41,653571.1774457624,11768.76500118758,392292.1667062526,7845.843334125052,7061.259000712547,62766.746673000416,23537.53000237516,15691.686668250104,0.023632850857005835,0.01845524166176645,0.0009504449455809752,0.004227164249658411,2.477101701050821e-23,0.01845524166176645,0.0009504449455809752,0.004227164249658411,2.477101701050821e-23,1.1051041021371016e-48,1.407150366080084e-47,3.1697476535324855e-22,1.0,7845843.334125053,20.0,landfill_zld,LandfillZO,landfill,1000000.0,0.7
