fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.polymer_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.struvite_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.anaerobic_digestion_reactive.capital_a_parameter[default],fs.costing.anaerobic_digestion_reactive.capital_b_parameter[default],fs.costing.anaerobic_digestion_reactive.reference_state[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[tss],fs.unit.properties_in[0.0].flow_mass_comp[cod],fs.unit.properties_in[0.0].flow_mass_comp[tkn],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[tss],fs.unit.properties_treated[0.0].flow_mass_comp[cod],fs.unit.properties_treated[0.0].flow_mass_comp[tkn],fs.unit.properties_byproduct[0.0].flow_mass_comp[H2O],fs.unit.properties_byproduct[0.0].flow_mass_comp[tss],fs.unit.properties_byproduct[0.0].flow_mass_comp[cod],fs.unit.properties_byproduct[0.0].flow_mass_comp[tkn],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,tss]","fs.unit.removal_frac_mass_comp[0.0,cod]","fs.unit.removal_frac_mass_comp[0.0,tkn]","fs.unit.reaction_conversion[0.0,tss_reaction]","fs.unit.reaction_conversion[0.0,cod_reaction]","fs.unit.reaction_conversion[0.0,tkn_reaction]","fs.unit.extent_of_reaction[0.0,tss_reaction]","fs.unit.extent_of_reaction[0.0,cod_reaction]","fs.unit.extent_of_reaction[0.0,tkn_reaction]","fs.unit.generation_ratio[tss_reaction,H2O]","fs.unit.generation_ratio[tss_reaction,tss]","fs.unit.generation_ratio[tss_reaction,cod]","fs.unit.generation_ratio[tss_reaction,tkn]","fs.unit.generation_ratio[cod_reaction,H2O]","fs.unit.generation_ratio[cod_reaction,tss]","fs.unit.generation_ratio[cod_reaction,cod]","fs.unit.generation_ratio[cod_reaction,tkn]","fs.unit.generation_ratio[tkn_reaction,H2O]","fs.unit.generation_ratio[tkn_reaction,tss]","fs.unit.generation_ratio[tkn_reaction,cod]","fs.unit.generation_ratio[tkn_reaction,tkn]",fs.unit.electricity[0.0],fs.unit.energy_electric_flow_vol_inlet,fs.unit.biogas_tss_ratio,fs.unit.biogas_production[0.0],fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[AnaerobicDigestionReactiveZO],fs.costing.LCOW_aggregate_indirect_capex[AnaerobicDigestionReactiveZO],fs.costing.LCOW_aggregate_fixed_opex[AnaerobicDigestionReactiveZO],fs.costing.LCOW_aggregate_variable_opex[AnaerobicDigestionReactiveZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],"fs.unit.generation_rxn_comp[0.0,tss_reaction,H2O]","fs.unit.generation_rxn_comp[0.0,tss_reaction,tss]","fs.unit.generation_rxn_comp[0.0,tss_reaction,cod]","fs.unit.generation_rxn_comp[0.0,tss_reaction,tkn]","fs.unit.generation_rxn_comp[0.0,cod_reaction,H2O]","fs.unit.generation_rxn_comp[0.0,cod_reaction,tss]","fs.unit.generation_rxn_comp[0.0,cod_reaction,cod]","fs.unit.generation_rxn_comp[0.0,cod_reaction,tkn]","fs.unit.generation_rxn_comp[0.0,tkn_reaction,H2O]","fs.unit.generation_rxn_comp[0.0,tkn_reaction,tss]","fs.unit.generation_rxn_comp[0.0,tkn_reaction,cod]","fs.unit.generation_rxn_comp[0.0,tkn_reaction,tkn]",fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,flow_mgd,subtype,unit_class,unit,fs.costing.anaerobic_digestion_reactive.capital_a_parameter[GLSD_anaerobic_digester],fs.costing.anaerobic_digestion_reactive.capital_b_parameter[GLSD_anaerobic_digester],fs.costing.anaerobic_digestion_reactive.reference_state[GLSD_anaerobic_digester],fs.unit.HRT,fs.unit.reactor_volume[0.0]
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,57720075.10595507,0.0,0.0,290.95935461372903,199320.94593540588,60692658.97391176,1059350.0650141365,,,,403.9890180358795,0.040398901803587954,0.040398901803587954,0.040398901803587954,403.9890180358795,0.016159560721436022,0.03635901162323,0.03635901162323,3.505928301912125e-21,8.420050227300072e-16,0.004039890180359637,0.004039890180359637,1.0,0,0.1,0.1,0.6,,,0.024239341082152772,,,0,-1,0,0,,,,,,,,,290.95935461372903,0.2,,,57720075.10595508,1.0515,0.0149,34981863.70057884,860029.1190787306,860029.1190787306,199320.94593540588,5007494.630104923,86580.11265893262,2886003.755297754,57720.075105955075,51948.06759535957,461760.6008476406,173160.22531786523,115440.15021191015,0.392660031295245,0.17844156757545696,0.13115009112877146,0.06743872650048165,0.015629646090534983,0.17844156757545696,0.13115009112877146,0.06743872650048165,0.015629646090534983,0.01562964609053498,0.20000000000000004,0.20000000000000004,0.0,-0.024239341082152772,0.0,0.0,,,,,,,,,1.65,34981863.70057884,9.220833333333333,GLSD_anaerobic_digester,AnaerobicDigestionReactiveZO,anaerobic_digestion_reactive,19355231.2,0.6,911.054,662.0,963075.463771443
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,60780521.39166073,0.0,0.0,317.1233453810728,217244.51947410704,63910718.24333127,1122874.2882098518,,,,440.3169957083331,0.04403169957083332,0.04403169957083332,0.04403169957083332,440.3169957083331,0.017612679828334234,0.0396285296137509,0.0396285296137509,3.821192665742454e-21,9.17720785181561e-16,0.00440316995708425,0.00440316995708425,1.0,0,0.1,0.1,0.6,,,0.02641901974249999,,,0,-1,0,0,,,,,,,,,317.12334538107285,0.2,,,60780521.391660735,1.0515,0.0149,36836679.63130954,905629.7687357449,905629.7687357449,217244.51947410704,5280358.226949763,91170.7820874911,3039026.0695830365,60780.52139166073,54702.46925249466,486244.17113328585,182341.5641749822,121561.04278332146,0.379895108600455,0.1724001637389966,0.12670981034406906,0.06515548842685442,0.01562964609053498,0.1724001637389966,0.12670981034406906,0.06515548842685442,0.01562964609053498,0.015629646090534976,0.19999999999999998,0.2,0.0,-0.02641901974249999,0.0,0.0,,,,,,,,,1.65,36836679.63130954,10.049999999999999,GLSD_anaerobic_digester,AnaerobicDigestionReactiveZO,anaerobic_digestion_reactive,19355231.2,0.6,911.054,662.0,1049678.2732113511
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,63741482.82103834,0.0,0.0,343.28733614841667,235168.0930128082,67024169.186321825,1184916.1870462797,,,,476.6449733807868,0.04766449733807868,0.04766449733807868,0.04766449733807868,476.6449733807867,0.019065798935232466,0.0428980476042718,0.0428980476042718,4.136456869566173e-21,9.93436564492303e-16,0.004766449733808862,0.004766449733808862,1.0,0,0.1,0.1,0.6,,,0.02859869840284721,,,0,-1,0,0,,,,,,,,,343.2873361484167,0.2,,,63741482.82103835,1.0515,0.0149,38631201.70972022,949748.0940334713,949748.0940334713,235168.0930128082,5544934.577679766,95612.22423155751,3187074.1410519173,63741.48282103834,57367.33453893451,509931.86256830674,191224.44846311503,127482.96564207668,0.3685251852579534,0.16701898751536895,0.12275478034910832,0.06312177130294122,0.015629646090534976,0.16701898751536895,0.12275478034910832,0.06312177130294122,0.015629646090534976,0.015629646090534976,0.19999999999999998,0.2,0.0,-0.02859869840284721,0.0,0.0,,,,,,,,,1.65,38631201.70972022,10.879166666666665,GLSD_anaerobic_digester,AnaerobicDigestionReactiveZO,anaerobic_digestion_reactive,19355231.2,0.6,911.054,662.0,1136281.0826512594
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,66613435.30334901,0.0,0.0,369.45132691576066,253091.66655150946,70044027.22147149,1245631.85257141,,,,512.9729510532405,0.05129729510532406,0.05129729510532406,0.05129729510532406,512.9729510532405,0.020518918042130692,0.046167565594792716,0.046167565594792716,4.451720979834193e-21,1.069152333425774e-15,0.005129729510533476,0.005129729510533476,1.0,0,0.1,0.1,0.6,,,0.030778377063194435,,,0,-1,0,0,,,,,,,,,369.4513269157607,0.2,,,66613435.30334902,1.0515,0.0149,40371778.97172668,992540.1860199003,992540.1860199003,253091.66655150946,5802096.342130087,99920.15295502351,3330671.7651674505,66613.43530334902,59952.091773014115,532907.4824267922,199840.30591004703,133226.87060669804,0.3583077769659578,0.16218327553106227,0.11920065293344254,0.061294202410918035,0.01562964609053498,0.16218327553106227,0.11920065293344254,0.061294202410918035,0.01562964609053498,0.015629646090534976,0.19999999999999998,0.2,0.0,-0.030778377063194435,0.0,0.0,,,,,,,,,1.65,40371778.97172668,11.708333333333332,GLSD_anaerobic_digester,AnaerobicDigestionReactiveZO,anaerobic_digestion_reactive,19355231.2,0.6,911.054,662.0,1222883.8920911679
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,69405094.80987114,0.0,0.0,395.6153176831047,271015.24009021075,72979457.19257951,1305151.1527572908,,,,549.3009287256942,0.05493009287256943,0.05493009287256943,0.05493009287256943,549.3009287256942,0.021972037149027776,0.04943708358531249,0.04943708358531249,4.766985263759448e-21,1.04078918991853e-24,0.005493009287256944,0.005493009287256944,1.0,0,0.1,0.1,0.6,,,0.03295805572354166,,,0,-1,0,0,,,,,,,,,395.6153176831047,0.2,,,69405094.80987114,1.0515,0.0149,42063693.82416433,1034135.91266708,1034135.91266708,271015.24009021075,6052569.574514199,104107.6422148067,3470254.740493557,69405.09480987114,62464.58532888403,555240.7584789691,208215.2844296134,138810.18961974228,0.34905609129770054,0.1578046223557675,0.11598245231593021,0.05963937053546782,0.015629646090534983,0.1578046223557675,0.11598245231593021,0.05963937053546782,0.015629646090534983,0.015629646090534983,0.20000000000000004,0.20000000000000004,0.0,-0.03295805572354166,0.0,0.0,,,,,,,,,1.65,42063693.82416433,12.5375,GLSD_anaerobic_digester,AnaerobicDigestionReactiveZO,anaerobic_digestion_reactive,19355231.2,0.6,911.054,662.0,1309486.7015310766
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,72123809.05657059,0.0,0.0,421.7793084504485,288938.8136289119,75838185.22298399,1363583.5685718139,,,,585.6289063981479,0.0585628906398148,0.0585628906398148,0.0585628906398148,585.6289063981479,0.02342515625592593,0.052706601575833324,0.052706601575833324,5.082249431782239e-21,1.1096217091116878e-24,0.0058562890639814805,0.0058562890639814805,1.0,0,0.1,0.1,0.6,,,0.035137734383888876,,,0,-1,0,0,,,,,,,,,421.7793084504485,0.2,,,72123809.05657059,1.0515,0.0149,43711399.4282246,1074644.754942902,1074644.754942902,288938.8136289119,6296966.351210747,108185.71358485588,3606190.4528285298,72123.8090565706,64911.42815091354,576990.4724525647,216371.42716971177,144247.6181131412,0.34062351913659017,0.15381364058302602,0.1130491804875096,0.058131051975519585,0.015629646090534976,0.15381364058302602,0.1130491804875096,0.058131051975519585,0.015629646090534976,0.015629646090534976,0.19999999999999998,0.19999999999999998,0.0,-0.035137734383888876,0.0,0.0,,,,,,,,,1.65,43711399.4282246,13.366666666666665,GLSD_anaerobic_digester,AnaerobicDigestionReactiveZO,anaerobic_digestion_reactive,19355231.2,0.6,911.054,662.0,1396089.5109709846
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,74775843.25489734,0.0,0.0,447.94329921779246,306862.38716761314,78626799.18252456,1421022.4516655835,,,,621.9568840706015,0.062195688407060155,0.062195688407060155,0.062195688407060155,621.9568840706015,0.024878275362824068,0.05597611956635414,0.05597611956635414,5.397513723372694e-21,1.1784542329838822e-24,0.006219568840706017,0.006219568840706017,1.0,0,0.1,0.1,0.6,,,0.037317413044236095,,,0,-1,0,0,,,,,,,,,447.94329921779246,0.2,,,74775843.25489734,1.0515,0.0149,45318692.88175597,1114160.0644979703,1114160.0644979703,306862.38716761314,6535808.574257523,112163.76488234602,3738792.162744867,74775.84325489734,67298.25892940762,598206.7460391787,224327.52976469204,149551.68650979467,0.3328931117104679,0.15015498050350687,0.11036015679556493,0.056748328320861095,0.01562964609053498,0.15015498050350687,0.11036015679556493,0.056748328320861095,0.01562964609053498,0.01562964609053498,0.20000000000000004,0.20000000000000004,0.0,-0.037317413044236095,0.0,0.0,,,,,,,,,1.65,45318692.88175597,14.195833333333331,GLSD_anaerobic_digester,AnaerobicDigestionReactiveZO,anaerobic_digestion_reactive,19355231.2,0.6,911.054,662.0,1482692.320410893
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,77366593.07025522,0.0,0.0,474.1072899851362,324785.96070631425,81350972.61337337,1477548.1974531172,,,,658.2848617430552,0.06582848617430553,0.06582848617430553,0.06582848617430553,658.2848617430552,0.026331394469723584,0.05924563755687635,0.05924563755687635,5.7127778374309285e-21,1.372015418696856e-15,0.0065828486174319256,0.0065828486174319256,1.0,0,0.1,0.1,0.6,,,0.03949709170458332,,,0,-1,0,0,,,,,,,,,474.1072899851363,0.2,,,77366593.07025522,1.0515,0.0149,46888844.28500316,1152762.2367468027,1152762.2367468027,324785.96070631425,6769545.711129332,116049.88960538284,3868329.653512761,77366.59307025523,69629.93376322971,618932.7445620418,232099.77921076567,154733.18614051046,0.3257702501319768,0.14678386073288452,0.10788246804215185,0.05547427526640544,0.01562964609053498,0.14678386073288452,0.10788246804215185,0.05547427526640544,0.01562964609053498,0.015629646090534976,0.19999999999999996,0.19999999999999998,0.0,-0.03949709170458332,0.0,0.0,,,,,,,,,1.65,46888844.28500316,15.024999999999999,GLSD_anaerobic_digester,AnaerobicDigestionReactiveZO,anaerobic_digestion_reactive,19355231.2,0.6,911.054,662.0,1569295.1298508008
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,79900746.30874904,0.0,0.0,500.27128075248027,342709.53424501553,84015634.74364962,1533230.6542453764,,,,694.612839415509,0.0694612839415509,0.0694612839415509,0.0694612839415509,694.612839415509,0.027784513576621813,0.06251515554739726,0.06251515554739726,6.028042158558731e-21,1.4477311842700589e-15,0.006946128394156538,0.006946128394156538,1.0,0,0.1,0.1,0.6,,,0.04167677036493054,,,0,-1,0,0,,,,,,,,,500.2712807524803,0.2,,,79900746.30874904,1.0515,0.0149,48424694.73257518,1190521.1200003605,1190521.1200003605,342709.53424501553,6998568.263500128,119851.11946312356,3995037.315437452,79900.74630874903,71910.67167787414,639205.9704699923,239702.2389262471,159801.49261749806,0.31917742043544517,0.1436635953326082,0.10558915097958368,0.05429502803271831,0.015629646090534976,0.1436635953326082,0.10558915097958368,0.05429502803271831,0.015629646090534976,0.015629646090534976,0.19999999999999998,0.2,0.0,-0.04167677036493054,0.0,0.0,,,,,,,,,1.65,48424694.73257518,15.854166666666666,GLSD_anaerobic_digester,AnaerobicDigestionReactiveZO,anaerobic_digestion_reactive,19355231.2,0.6,911.054,662.0,1655897.9392907098
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,82382407.7010154,0.0,0.0,526.435271519824,360633.10778371664,86625101.6976177,1588130.9825288462,,,,730.9408170879626,0.07309408170879628,0.07309408170879628,0.07309408170879628,730.9408170879626,0.029237632683518516,0.06578467353791666,0.06578467353791666,6.34330654131629e-21,1.3849517979491073e-24,0.007309408170879628,0.007309408170879628,1.0,0,0.1,0.1,0.6,,,0.043856449025277765,,,0,-1,0,0,,,,,,,,,526.435271519824,0.2,,,82382407.7010154,1.0515,0.0149,49928731.94000933,1227497.8747451294,1227497.8747451294,360633.10778371664,7223218.16193378,123573.61155152309,4119120.38505077,82382.4077010154,74144.16693091387,659059.2616081232,247147.22310304618,164764.8154020308,0.31305041347855705,0.14076379529304578,0.10345787044550632,0.053199101649469976,0.015629646090534976,0.14076379529304578,0.10345787044550632,0.053199101649469976,0.015629646090534976,0.015629646090534976,0.19999999999999998,0.19999999999999998,0.0,-0.043856449025277765,0.0,0.0,,,,,,,,,1.65,49928731.94000933,16.683333333333334,GLSD_anaerobic_digester,AnaerobicDigestionReactiveZO,anaerobic_digestion_reactive,19355231.2,0.6,911.054,662.0,1742500.7487306173
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,84815196.61340348,0.0,0.0,552.5992622871681,378556.681322418,89183179.23899378,1642303.11086213,,,,767.2687947604164,0.07672687947604165,0.07672687947604165,0.07672687947604165,767.2687947604164,0.03069075179041665,0.06905419152843748,0.06905419152843748,6.658570561652354e-21,1.4537843028043521e-24,0.007672687947604165,0.007672687947604165,1.0,0,0.1,0.1,0.6,,,0.04603612768562499,,,0,-1,0,0,,,,,,,,,552.5992622871681,0.2,,,84815196.61340348,1.0515,0.0149,51403149.462668784,1263746.429539712,1263746.429539712,378556.681322418,7443796.905380203,127222.79492010523,4240759.830670174,84815.19661340349,76333.67695206315,678521.5729072279,254445.58984021045,169630.39322680698,0.3073355112753156,0.1380590368764711,0.10146994062828436,0.052176887680025194,0.015629646090534976,0.1380590368764711,0.10146994062828436,0.052176887680025194,0.015629646090534976,0.015629646090534976,0.2,0.2,0.0,-0.04603612768562499,0.0,0.0,,,,,,,,,1.65,51403149.462668784,17.5125,GLSD_anaerobic_digester,AnaerobicDigestionReactiveZO,anaerobic_digestion_reactive,19355231.2,0.6,911.054,662.0,1829103.5581705265
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,87202324.55827554,0.0,0.0,578.7632530545121,396480.25486111926,91693244.27302673,1695794.890779425,,,,803.5967724328701,0.08035967724328703,0.08035967724328703,0.08035967724328703,803.5967724328701,0.03214387089731482,0.07232370951895833,0.07232370951895833,6.973834787626377e-21,1.5226168215428885e-24,0.008035967724328704,0.008035967724328704,1.0,0,0.1,0.1,0.6,,,0.048215806345972216,,,0,-1,0,0,,,,,,,,,578.7632530545121,0.2,,,87202324.55827554,1.0515,0.0149,52849893.67168215,1299314.6359183055,1299314.6359183055,396480.25486111926,7660572.017906165,130803.48683741331,4360116.227913777,87202.32455827553,78482.09210244799,697618.5964662043,261606.97367482662,174404.64911655107,0.30198737017274413,0.1355278597634131,0.09960958872961455,0.05122027558918144,0.01562964609053498,0.1355278597634131,0.09960958872961455,0.05122027558918144,0.01562964609053498,0.01562964609053498,0.2,0.2,0.0,-0.048215806345972216,0.0,0.0,,,,,,,,,1.65,52849893.67168215,18.34166666666667,GLSD_anaerobic_digester,AnaerobicDigestionReactiveZO,anaerobic_digestion_reactive,19355231.2,0.6,911.054,662.0,1915706.3676104352
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,89546657.40022825,0.0,0.0,604.9272438218559,414403.8283998203,94158310.25634001,1748649.0236632214,,,,839.9247501053239,0.08399247501053239,0.08399247501053239,0.08399247501053239,839.9247501053239,0.03359699000421296,0.07559322750947915,0.07559322750947915,7.289099013600401e-21,1.5914493402814243e-24,0.00839924750105324,0.00839924750105324,1.0,0,0.1,0.1,0.6,,,0.050395485006319435,,,0,-1,0,0,,,,,,,,,604.9272438218559,0.2,,,89546657.40022825,1.0515,0.0149,54270701.45468379,1334245.195263401,1334245.195263401,414403.8283998203,7873782.2305720635,134319.9861003424,4477332.870011413,89546.65740022824,80591.99166020543,716373.259201826,268639.9722006848,179093.3148004565,0.2969674052794966,0.13315200243234288,0.09786339298771121,0.05032236376890752,0.015629646090534976,0.13315200243234288,0.09786339298771121,0.05032236376890752,0.015629646090534976,0.015629646090534976,0.2,0.2,0.0,-0.050395485006319435,0.0,0.0,,,,,,,,,1.65,54270701.45468379,19.170833333333334,GLSD_anaerobic_digester,AnaerobicDigestionReactiveZO,anaerobic_digestion_reactive,19355231.2,0.6,911.054,662.0,2002309.177050343
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,91850765.80831926,0.0,0.0,631.0912345891999,432327.4019385216,96581080.2474477,1800903.8124824786,,,,876.2527277777775,0.08762527277777776,0.08762527277777776,0.08762527277777776,876.2527277777776,0.03505010911111112,0.0788627455,0.0788627455,7.604363208759544e-21,1.6602820621787224e-24,0.008762527277777776,0.008762527277777776,1.0,0,0.1,0.1,0.6,,,0.052575163666666654,,,0,-1,0,0,,,,,,,,,631.0912345891999,0.2,,,91850765.80831926,1.0515,0.0149,55667130.79292076,1368576.410543957,1368576.410543957,432327.4019385216,8083641.684182305,137776.1487124789,4592538.290415963,91850.76580831925,82665.68922748734,734806.126466554,275552.2974249578,183701.5316166385,0.29224254137014466,0.13091581098557742,0.09621984817912477,0.04947723611490751,0.01562964609053498,0.13091581098557742,0.09621984817912477,0.04947723611490751,0.01562964609053498,0.01562964609053498,0.20000000000000004,0.20000000000000004,0.0,-0.052575163666666654,0.0,0.0,,,,,,,,,1.65,55667130.79292076,20.0,GLSD_anaerobic_digester,AnaerobicDigestionReactiveZO,anaerobic_digestion_reactive,19355231.2,0.6,911.054,662.0,2088911.9864902515
