fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.polymer_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.media_filtration.capital_a_parameter[default],fs.costing.media_filtration.capital_b_parameter[default],fs.costing.media_filtration.reference_state[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[tds],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[tds],fs.unit.properties_byproduct[0.0].flow_mass_comp[H2O],fs.unit.properties_byproduct[0.0].flow_mass_comp[tds],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,tds]",fs.unit.electricity[0.0],fs.unit.energy_electric_flow_vol_inlet,fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[MediaFiltrationZO],fs.costing.LCOW_aggregate_indirect_capex[MediaFiltrationZO],fs.costing.LCOW_aggregate_fixed_opex[MediaFiltrationZO],fs.costing.LCOW_aggregate_variable_opex[MediaFiltrationZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,flow_mgd,subtype,unit_class,unit,validity_range_units,validity_range_lb,validity_range_ub
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4429444.93129894,0.0,0.0,0.29714510521061704,203.5584782255399,4657561.345260836,66202.28795457976,725570.0,0.5862,1.0,550.2136919837961,0.05502136919837961,550.1586706145978,0.04951923227854163,0.055021369198304734,0.005502136919837946,0.9999,0.1,0.29714510521061704,0.00015,4429444.93129894,1.0515,0.014900000000000002,4429444.93129894,65998.72947635422,65998.72947635422,203.5584782255399,369183.3374382206,6644.167396948411,221472.24656494704,4429.444931298941,3986.500438169047,35435.55945039153,13288.334793896822,8858.889862597882,0.021260002126840802,0.016593095038828155,0.0008545443944996489,0.0038006404589450964,1.1722234567901231e-05,0.016593095038828155,0.0008545443944996489,0.0038006404589450964,1.1722234567901231e-05,1.1722234567901231e-05,0.00015,0.00015,1.0,4429444.93129894,12.558333333333334,default,MediaFiltrationZO,media_filtration,Mgallons/day,0,30
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4681977.6959969625,0.0,0.0,0.3266230038363551,223.75223568719764,4923099.547340807,69985.21990604194,725570.0,0.5862,1.0,604.7969348182869,0.060479693481828696,604.736455124805,0.05443172413364582,0.0604796934818519,0.006047969348182852,0.9999,0.1,0.3266230038363551,0.00015,4681977.6959969625,1.0515,0.014900000000000002,4681977.6959969625,69761.46767035474,69761.46767035474,223.75223568719764,390239.9105036214,7022.966543995444,234098.88479984814,4681.977695996962,4213.7799263972665,37455.8215679757,14045.933087990888,9363.955391993924,0.020444415916698575,0.015956191742850342,0.0008217438747567957,0.003654758064523537,1.1722234567901233e-05,0.015956191742850342,0.0008217438747567957,0.003654758064523537,1.1722234567901233e-05,1.1722234567901233e-05,0.00015,0.00015,1.0,4681977.6959969625,13.804166666666667,default,MediaFiltrationZO,media_filtration,Mgallons/day,0,30
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,4925238.446346451,0.0,0.0,0.356100902462093,243.94599314885528,5178888.226333293,73629.99884371099,725570.0,0.5862,1.0,659.3801776527774,0.06593801776527776,659.3142396350122,0.05934421598874999,0.06593801776518803,0.006593801776527818,0.9999,0.1,0.356100902462093,0.00015,4925238.446346451,1.0515,0.014900000000000002,4925238.446346451,73386.05285056212,73386.05285056212,243.94599314885528,410524.1100870399,7387.857669519676,246261.92231732255,4925.2384463464505,4432.714601711806,39401.907570771604,14775.715339039352,9850.476892692901,0.01972674300611595,0.015395750386069244,0.0007928811448825688,0.0035263892405962348,1.1722234567901233e-05,0.015395750386069244,0.0007928811448825688,0.0035263892405962348,1.1722234567901233e-05,1.1722234567901233e-05,0.00015,0.00015,1.0,4925238.446346451,15.049999999999999,default,MediaFiltrationZO,media_filtration,Mgallons/day,0,30
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5160296.457949234,0.0,0.0,0.3855788010878312,264.13975061051315,5426051.72553362,77152.55697405411,725570.0,0.5862,1.0,713.9634204872683,0.07139634204872684,713.8920241452196,0.06425670784385415,0.07139634204863961,0.007139634204872686,0.9999,0.1,0.3855788010878312,0.00015,5160296.457949234,1.0515,0.014900000000000002,5160296.457949234,76888.4172234436,76888.4172234436,264.13975061051315,430125.0085398271,7740.444686923852,258014.8228974617,5160.2964579492345,4644.266812154311,41282.371663593876,15480.889373847704,10320.592915898469,0.019088479609640756,0.014897321089617367,0.0007672120361152964,0.00341222424934019,1.1722234567901234e-05,0.014897321089617367,0.0007672120361152964,0.00341222424934019,1.1722234567901234e-05,1.1722234567901234e-05,0.00015,0.00015,1.0,5160296.457949234,16.295833333333334,default,MediaFiltrationZO,media_filtration,Mgallons/day,0,30
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5388026.205797673,0.0,0.0,0.41505669971356923,284.3335080721708,5665509.555396254,80565.9239744575,725570.0,0.5862,1.0,768.5466633217591,0.07685466633217591,768.4698086554268,0.06916919969895831,0.07685466633227458,0.007685466633217591,0.9999,0.1,0.41505669971356923,0.00015,5388026.205797673,1.0515,0.014900000000000002,5388026.205797673,80281.59046638534,80281.59046638534,284.3335080721708,449115.4510140035,8082.03930869651,269401.3102898837,5388.026205797673,4849.2235852179065,43104.20964638139,16164.07861739302,10776.052411595347,0.01851570959944197,0.014450036544101041,0.0007441768820212049,0.003309773938751824,1.1722234567901233e-05,0.014450036544101041,0.0007441768820212049,0.003309773938751824,1.1722234567901233e-05,1.1722234567901231e-05,0.00015,0.00015,1.0,5388026.205797673,17.541666666666668,default,MediaFiltrationZO,media_filtration,Mgallons/day,0,30
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5609154.063490116,0.0,0.0,0.44453459833930725,304.52726553382854,5898025.497759858,83880.92281153655,725570.0,0.5862,1.0,823.1299061562497,0.08231299061562498,823.0475931656341,0.07408169155406247,0.0823129906155127,0.008231299061562499,0.9999,0.1,0.44453459833930725,0.00015,5609154.063490116,1.0515,0.014900000000000002,5609154.063490116,83576.39554600274,83576.39554600274,304.52726553382854,467555.94558087783,8413.731095235175,280457.7031745058,5609.154063490116,5048.238657141105,44873.232507920926,16827.46219047035,11218.308126980231,0.017997733168845193,0.014045541112737163,0.0007233453673059653,0.003217124454234162,1.1722234567901231e-05,0.014045541112737163,0.0007233453673059653,0.003217124454234162,1.1722234567901231e-05,1.1722234567901231e-05,0.00015,0.00015,1.0,5609154.063490116,18.7875,default,MediaFiltrationZO,media_filtration,Mgallons/day,0,30
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,5824291.470044388,0.0,0.0,0.4740124969650454,324.72102299548635,6124242.480751676,87106.66392665688,725570.0,0.5862,1.0,877.7131489907406,0.08777131489907405,877.6253776758415,0.07899418340916665,0.08777131489914224,0.008777131489907407,0.9999,0.1,0.4740124969650454,0.00015,5824291.470044388,1.0515,0.014900000000000002,5824291.470044388,86781.9429036614,86781.9429036614,324.72102299548635,485497.42607914645,8736.437205066582,291214.57350221946,5824.291470044389,5241.86232303995,46594.33176035511,17472.874410133165,11648.582940088778,0.01752616648627382,0.013677287737841756,0.0007043803184988524,0.003132776195365309,1.1722234567901231e-05,0.013677287737841756,0.0007043803184988524,0.003132776195365309,1.1722234567901231e-05,1.1722234567901231e-05,0.00015,0.00015,1.0,5824291.470044388,20.033333333333335,default,MediaFiltrationZO,media_filtration,Mgallons/day,0,30
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6033959.080062946,0.0,0.0,0.5034903955907833,344.914780457144,6344707.972686189,90250.90507339506,725570.0,0.5862,1.0,932.2963918252312,0.09322963918252314,932.2031621860488,0.08390667526427081,0.09322963918239625,0.009322963918252316,0.9999,0.1,0.5034903955907833,0.00015,6033959.080062946,1.0515,0.014900000000000002,6033959.080062946,89905.99029293792,89905.99029293792,344.914780457144,502983.26386190386,9050.93862009442,301697.9540031473,6033.959080062947,5430.563172056653,48271.67264050357,18101.87724018884,12067.918160125893,0.01709433209821633,0.013340061897519599,0.0006870131877222612,0.0030555347784065674,1.1722234567901233e-05,0.013340061897519599,0.0006870131877222612,0.0030555347784065674,1.1722234567901233e-05,1.172223456790123e-05,0.00015,0.00015,1.0,6033959.080062946,21.27916666666667,default,MediaFiltrationZO,media_filtration,Mgallons/day,0,30
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6238604.730664276,0.0,0.0,0.5329682942165215,365.1085379188018,6559892.874293487,93320.31902481652,725570.0,0.5862,1.0,986.8796346597221,0.0986879634659722,986.7809466962561,0.08881916711937496,0.09868796346604855,0.009868796346597252,0.9999,0.1,0.5329682942165215,0.00015,6238604.730664276,1.0515,0.014900000000000002,6238604.730664276,92955.21048689772,92955.21048689772,365.1085379188018,520050.7644704881,9357.907095996414,311930.2365332138,6238.604730664276,5614.744257597848,49908.83784531421,18715.814191992828,12477.209461328552,0.016696835092076565,0.013029650624985236,0.0006710270071867421,0.002984435225336687,1.1722234567901233e-05,0.013029650624985236,0.0006710270071867421,0.002984435225336687,1.1722234567901233e-05,1.1722234567901231e-05,0.00014999999999999996,0.00014999999999999996,1.0,6238604.730664276,22.525000000000002,default,MediaFiltrationZO,media_filtration,Mgallons/day,0,30
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6438617.061226923,0.0,0.0,0.5624461928422596,385.3022953804596,6770205.839880111,96320.69650766163,725570.0,0.5862,1.0,1041.4628774942128,0.10414628774942128,1041.3587312064633,0.09373165897447916,0.10414628774950217,0.01041462877494213,0.9999,0.1,0.5624461928422596,0.00015,6438617.061226923,1.0515,0.014900000000000002,6438617.061226923,95935.39421228117,95935.39421228117,385.3022953804596,536732.3021807319,9657.925591840385,321930.85306134616,6438.617061226923,5794.755355104231,51508.93648981539,19315.85118368077,12877.234122453847,0.016329261522098022,0.012742607004921039,0.0006562442607534327,0.002918688021855648,1.1722234567901233e-05,0.012742607004921039,0.0006562442607534327,0.002918688021855648,1.1722234567901233e-05,1.1722234567901233e-05,0.00015,0.00015,1.0,6438617.061226923,23.770833333333336,default,MediaFiltrationZO,media_filtration,Mgallons/day,0,30
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6634336.009460748,0.0,0.0,0.5919240914679975,405.4960528421172,6976004.3139479775,99257.10259380727,725570.0,0.5862,1.0,1096.0461203287034,0.10960461203287036,1095.9365157166706,0.09864415082958333,0.10960461203295513,0.010960461203287038,0.9999,0.1,0.5919240914679975,0.00015,6634336.009460748,1.0515,0.014900000000000002,6634336.009460748,98851.60654096516,98851.60654096516,405.4960528421172,553056.1943423233,9951.504014191123,331716.8004730374,6634.336009460749,5970.902408514674,53074.68807568599,19903.008028382246,13268.672018921498,0.015987959423702965,0.012476079164346041,0.0006425180769638224,0.002857639947825202,1.1722234567901231e-05,0.012476079164346041,0.0006425180769638224,0.002857639947825202,1.1722234567901231e-05,1.172223456790123e-05,0.00015,0.00015,1.0,6634336.009460748,25.01666666666667,default,MediaFiltrationZO,media_filtration,Mgallons/day,0,30
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,6826061.01939139,0.0,0.0,0.6214019900937355,425.68981030377495,7177603.161890047,102133.99899923548,725570.0,0.5862,1.0,1150.6293631631943,0.11506293631631943,1150.514300226878,0.10355664268468746,0.11506293631632872,0.011506293631631945,0.9999,0.1,0.6214019900937355,0.00015,6826061.01939139,1.0515,0.014900000000000002,6826061.01939139,101708.30918893171,101708.30918893171,425.68981030377495,569047.3851169137,10239.091529087085,341303.0509695695,6826.06101939139,6143.454917452251,54608.48815513112,20478.18305817417,13652.12203878278,0.015669876908331853,0.012227683838489014,0.0006297257176821861,0.00280074511759275,1.1722234567901231e-05,0.012227683838489014,0.0006297257176821861,0.00280074511759275,1.1722234567901231e-05,1.1722234567901231e-05,0.00015,0.00015,1.0,6826061.01939139,26.262500000000003,default,MediaFiltrationZO,media_filtration,Mgallons/day,0,30
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,7014057.544431416,0.0,0.0,0.6508798887194738,445.8835677654328,7375281.507969635,104955.34097979356,725570.0,0.5862,1.0,1205.212605997685,0.1205212605997685,1205.092084737085,0.10846913453979166,0.12052126059986246,0.012052126059976851,0.9999,0.1,0.6508798887194738,0.00015,7014057.544431416,1.0515,0.014900000000000002,7014057.544431416,104509.45741202812,104509.45741202812,445.8835677654328,584727.9871942445,10521.086316647124,350702.8772215708,7014.057544431416,6312.651789988276,56112.46035545133,21042.17263329425,14028.115088862833,0.015372440519973484,0.01199541137760944,0.0006177636859468871,0.002747543221849254,1.1722234567901233e-05,0.01199541137760944,0.0006177636859468871,0.002747543221849254,1.1722234567901233e-05,1.1722234567901231e-05,0.00015,0.00015,1.0,7014057.544431416,27.508333333333336,default,MediaFiltrationZO,media_filtration,Mgallons/day,0,30
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,7198562.260493712,0.0,0.0,0.6803577873452118,466.0773252270905,7569288.2169091385,107724.65500658342,725570.0,0.5862,1.0,1259.7958488321758,0.1259795848832176,1259.6698692472926,0.11338162639489582,0.12597958488304575,0.012597958488321797,0.9999,0.1,0.6803577873452118,0.00015,7198562.260493712,1.0515,0.014900000000000002,7198562.260493712,107258.57768135631,107258.57768135631,466.0773252270905,600117.7160527506,10797.843390740567,359928.1130246856,7198.562260493712,6478.706034444341,57588.49808394969,21595.686781481134,14397.124520987423,0.015093462511817982,0.011777553337968753,0.0006065439969053922,0.0026976429423759356,1.1722234567901233e-05,0.011777553337968753,0.0006065439969053922,0.0026976429423759356,1.1722234567901233e-05,1.1722234567901231e-05,0.00015,0.00015,1.0,7198562.260493712,28.75416666666667,default,MediaFiltrationZO,media_filtration,Mgallons/day,0,30
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,7379787.289572053,0.0,0.0,0.7098356859709497,486.27108268874815,7759846.334985014,110445.10169731235,725570.0,0.5862,1.0,1314.3790916666662,0.13143790916666664,1314.2476537574996,0.11829411824999995,0.13143790916648776,0.013143790916666667,0.9999,0.1,0.7098356859709497,0.00015,7379787.289572053,1.0515,0.014900000000000002,7379787.289572053,109958.8306146236,109958.8306146236,486.27108268874815,615234.241790512,11069.680934358079,368989.36447860266,7379.787289572053,6641.808560614848,59038.29831657642,22139.361868716158,14759.574579144106,0.014831069239396748,0.011572646562977617,0.000595991297993348,0.0026507091438578824,1.1722234567901233e-05,0.011572646562977617,0.000595991297993348,0.0026507091438578824,1.1722234567901233e-05,1.1722234567901233e-05,0.00015,0.00015,1.0,7379787.289572053,30.0,default,MediaFiltrationZO,media_filtration,Mgallons/day,0,30
