fs.costing.land_cost_percent_FCI,fs.costing.working_capital_percent_FCI,fs.costing.salaries_percent_FCI,fs.costing.benefit_percent_of_salary,fs.costing.maintenance_costs_percent_FCI,fs.costing.laboratory_fees_percent_FCI,fs.costing.insurance_and_taxes_percent_FCI,fs.costing.utilization_factor,fs.costing.electricity_cost,fs.costing.electrical_carbon_intensity,fs.costing.plant_lifetime,fs.costing.wacc,fs.costing.capital_recovery_factor,fs.costing.TPEC,fs.costing.TIC,fs.costing.heat_cost,fs.costing.acetic_acid_cost,fs.costing.activated_carbon_cost,fs.costing.alum_cost,fs.costing.anhydrous_ammonia_cost,fs.costing.ammonia_cost,fs.costing.anthracite_cost,fs.costing.anti-scalant_cost,fs.costing.polymer_cost,fs.costing.cationic_polymer_cost,fs.costing.caustic_soda_cost,fs.costing.chlorine_cost,fs.costing.ferric_chloride_cost,fs.costing.hydrochloric_acid_cost,fs.costing.hydrogen_peroxide_cost,fs.costing.ion_exchange_resin_cost,fs.costing.lime_cost,fs.costing.phosphoric_acid_cost,fs.costing.sand_cost,fs.costing.sodium_bisulfite_cost,fs.costing.sodium_chloride_cost,fs.costing.sulfuric_acid_cost,fs.costing.catalyst_ATHTL_cost,fs.costing.magnesium_chloride_cost,fs.costing.catalyst_HTG_cost,fs.costing.hydrogen_product_cost,fs.costing.filtration_media_cost,fs.costing.filtration_media_disposal_cost,fs.costing.disinfection_solution_cost,fs.costing.struvite_product_cost,fs.costing.struvite_cost,fs.costing.aggregate_capital_cost,fs.costing.aggregate_fixed_operating_cost,fs.costing.aggregate_variable_operating_cost,fs.costing.aggregate_flow_electricity,fs.costing.aggregate_flow_costs[electricity],fs.costing.total_capital_cost,fs.costing.total_operating_cost,fs.costing.screen.capital_a_parameter[default],fs.costing.screen.capital_b_parameter[default],fs.costing.screen.reference_state[default],fs.unit.properties_in[0.0].flow_mass_comp[H2O],fs.unit.properties_in[0.0].flow_mass_comp[tds],fs.unit.properties_treated[0.0].flow_mass_comp[H2O],fs.unit.properties_treated[0.0].flow_mass_comp[tds],fs.unit.properties_byproduct[0.0].flow_mass_comp[H2O],fs.unit.properties_byproduct[0.0].flow_mass_comp[tds],fs.unit.recovery_frac_mass_H2O[0.0],"fs.unit.removal_frac_mass_comp[0.0,tds]",fs.unit.electricity[0.0],fs.unit.energy_electric_flow_vol_inlet,fs.unit.costing.capital_cost,fs.costing.total_investment_factor,fs.costing.maintenance_labor_chemical_factor,fs.costing.aggregate_direct_capital_cost,fs.costing.maintenance_labor_chemical_operating_cost,fs.costing.total_fixed_operating_cost,fs.costing.total_variable_operating_cost,fs.costing.total_annualized_cost,fs.costing.land_cost,fs.costing.working_capital,fs.costing.salary_cost,fs.costing.benefits_cost,fs.costing.maintenance_cost,fs.costing.laboratory_cost,fs.costing.insurance_and_taxes_cost,fs.costing.LCOW,fs.costing.LCOW_component_direct_capex['fs.unit'],fs.costing.LCOW_component_indirect_capex['fs.unit'],fs.costing.LCOW_component_fixed_opex['fs.unit'],fs.costing.LCOW_component_variable_opex['fs.unit'],fs.costing.LCOW_aggregate_direct_capex[ScreenZO],fs.costing.LCOW_aggregate_indirect_capex[ScreenZO],fs.costing.LCOW_aggregate_fixed_opex[ScreenZO],fs.costing.LCOW_aggregate_variable_opex[ScreenZO],fs.costing.LCOW_aggregate_variable_opex[electricity],fs.costing.SEC,fs.costing.SEC_component['fs.unit'],fs.unit.costing.cost_factor,fs.unit.costing.direct_capital_cost,flow_mgd,subtype,unit_class,unit,fs.costing.screen.capital_a_parameter[drum],fs.costing.screen.capital_b_parameter[drum],fs.costing.screen.reference_state[drum],fs.costing.screen.capital_a_parameter[band],fs.costing.screen.capital_b_parameter[band],fs.costing.screen.reference_state[band],fs.costing.screen.capital_a_parameter[micro],fs.costing.screen.capital_b_parameter[micro],fs.costing.screen.reference_state[micro]
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,275794.1984325438,0.0,0.0,2.9791728827240054e-36,2.040874602151873e-33,289997.5996518198,4109.333556644902,,,,186.02115200115733,0.018602115200115732,186.00254988595722,0.01674190368010416,0.018602115200114903,0.0018602115200115736,0.9999,0.1,3.7694835252461893e-23,0.0,275794.1984325438,1.0515,0.0149,275794.1984325438,4109.333556644902,4109.333556644902,2.040874602151873e-33,22974.09358383129,413.6912976488157,13789.709921627189,275.7941984325438,248.21477858928944,2206.3535874603504,827.3825952976314,551.5883968650876,0.00391316951793453,0.003055851769805888,0.0001573763661450033,0.0006999413819836387,4.398379926580671e-27,0.003055851769805888,0.0001573763661450033,0.0006999413819836387,4.398379926580671e-27,3.4762147433263966e-40,4.448232190531199e-39,5.628252746227246e-26,1.0,275794.1984325438,4.245833333333333,drum,ScreenZO,screen,12.969,1.0,1.0,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,329653.9094120101,0.0,0.0,0.0,0.0,346631.0857467287,4911.843250238951,,,,222.349129673611,0.022234912967361103,222.32689476064365,0.020011421670624994,0.022234912967360108,0.0022234912967361103,0.9999,0.1,3.7694835252461893e-23,0.0,329653.9094120101,1.0515,0.0149,329653.9094120101,4911.8432502389505,4911.8432502389505,0.0,27460.692821498054,494.4808641180152,16482.695470600505,329.65390941201014,296.68851847080913,2637.231275296081,988.9617282360304,659.3078188240203,0.0039131695179345305,0.003055851769805888,0.00015737636614500367,0.0006999413819836387,3.679761202943928e-27,0.003055851769805888,0.00015737636614500367,0.0006999413819836387,3.679761202943928e-27,0.0,0.0,4.7086942105135994e-26,1.0,329653.9094120101,5.074999999999999,drum,ScreenZO,screen,12.969,1.0,1.0,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,383513.6203914765,0.0,0.0,0.0,0.0,403264.57184163755,5714.352943833001,,,,258.6771073460647,0.025867710734606475,258.6512396353301,0.02328093966114583,0.025867710734605316,0.002586771073460648,0.9999,0.1,3.7694835252461893e-23,0.0,383513.6203914765,1.0515,0.0149,383513.6203914765,5714.352943833,5714.352943833,0.0,31947.29205916481,575.2704305872147,19175.681019573825,383.5136203914765,345.1622583523289,3068.108963131812,1150.5408611744294,767.027240782953,0.0039131695179345305,0.0030558517698058884,0.00015737636614500348,0.0006999413819836388,3.1629845767012737e-27,0.0030558517698058884,0.00015737636614500348,0.0006999413819836388,3.1629845767012737e-27,0.0,0.0,4.0474167596369543e-26,1.0,383513.6203914765,5.904166666666666,drum,ScreenZO,screen,12.969,1.0,1.0,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,437373.33137094276,0.0,0.0,0.0,0.0,459898.05793654633,6516.862637427048,,,,295.00508501851834,0.029500508501851843,294.9755845100165,0.026550457651666654,0.02950050850185052,0.0029500508501851845,0.9999,0.1,3.7694835252461893e-23,0.0,437373.33137094276,1.0515,0.0149,437373.33137094276,6516.862637427047,6516.862637427047,0.0,36433.89129683156,656.0599970564142,21868.666568547138,437.37333137094276,393.6359982338485,3498.986650967542,1312.1199941128284,874.7466627418855,0.0039131695179345305,0.0030558517698058884,0.00015737636614500375,0.0006999413819836387,2.7734833819218474e-27,0.0030558517698058884,0.00015737636614500375,0.0006999413819836387,2.7734833819218474e-27,0.0,0.0,3.549003433419285e-26,1.0,437373.33137094276,6.7333333333333325,drum,ScreenZO,screen,12.969,1.0,1.0,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,491233.04235040926,0.0,0.0,0.0,0.0,516531.5440314554,7319.372331021099,,,,331.3330626909721,0.03313330626909721,331.299929384703,0.02981997564218749,0.033133306269147796,0.003313330626909721,0.9999,0.1,3.7694835252461893e-23,0.0,491233.04235040926,1.0515,0.0149,491233.04235040926,7319.372331021098,7319.372331021098,0.0,40920.49053449834,736.8495635256139,24561.652117520465,491.2330423504093,442.1097381153684,3929.864338803274,1473.6991270512278,982.4660847008186,0.003913169517934531,0.003055851769805889,0.00015737636614500392,0.0006999413819836388,2.4693934684218756e-27,0.003055851769805889,0.00015737636614500392,0.0006999413819836388,2.4693934684218756e-27,0.0,0.0,3.1598840487082994e-26,1.0,491233.04235040926,7.562499999999999,drum,ScreenZO,screen,12.969,1.0,1.0,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,545092.7533298756,0.0,0.0,0.0,0.0,573165.0301263643,8121.882024615148,,,,367.6610403634258,0.036766104036342576,367.62427425938944,0.03308949363270832,0.0367661040363986,0.0036766104036342583,0.9999,0.1,3.7694835252461893e-23,0.0,545092.7533298756,1.0515,0.0149,545092.7533298756,8121.882024615147,8121.882024615147,0.0,45407.0897721651,817.6391299948135,27254.637666493785,545.0927533298757,490.5834779968881,4360.742026639005,1635.278259989627,1090.1855066597514,0.0039131695179345305,0.003055851769805889,0.00015737636614500375,0.0006999413819836388,2.2253967950276583e-27,0.003055851769805889,0.00015737636614500375,0.0006999413819836388,2.2253967950276583e-27,0.0,0.0,2.847661146179525e-26,1.0,545092.7533298756,8.391666666666666,drum,ScreenZO,screen,12.969,1.0,1.0,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,598952.464309342,0.0,0.0,2.9791728827240054e-36,2.0408746021518744e-33,629798.5162212732,8924.391718209197,,,,403.9890180358795,0.040398901803587954,403.9486191340759,0.03635901162322916,0.04039890180364951,0.004039890180358796,0.9999,0.1,3.7694835252461893e-23,0.0,598952.464309342,1.0515,0.0149,598952.464309342,8924.391718209195,8924.391718209195,2.0408746021518744e-33,49893.68900983186,898.428696464013,29947.6232154671,598.952464309342,539.0572178784079,4791.619714474736,1796.857392928026,1197.904928618684,0.003913169517934531,0.003055851769805888,0.00015737636614500362,0.0006999413819836387,2.0252820357820623e-27,0.003055851769805888,0.00015737636614500362,0.0006999413819836387,2.0252820357820623e-27,1.6006610137594217e-40,2.0482370547452744e-39,2.591590396929762e-26,1.0,598952.464309342,9.220833333333333,drum,ScreenZO,screen,12.969,1.0,1.0,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,652812.1752888082,0.0,0.0,0.0,0.0,686432.0023161818,9726.901411803245,,,,440.3169957083331,0.04403169957083332,440.2729640087623,0.03962852961374999,0.04403169957083135,0.004403169957083332,0.9999,0.1,3.7694835252461893e-23,0.0,652812.1752888082,1.0515,0.0149,652812.1752888082,9726.901411803243,9726.901411803243,0.0,54380.288247498596,979.2182629332123,32640.60876444041,652.8121752888082,587.5309577599274,5222.497402310466,1958.4365258664245,1305.6243505776165,0.0039131695179345305,0.0030558517698058884,0.00015737636614500354,0.0006999413819836388,1.858187871138352e-27,0.0030558517698058884,0.00015737636614500354,0.0006999413819836388,1.858187871138352e-27,0.0,0.0,2.3777734446125888e-26,1.0,652812.1752888082,10.049999999999999,drum,ScreenZO,screen,12.969,1.0,1.0,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,706671.8862682746,0.0,0.0,0.0,0.0,743065.4884110908,10529.411105397292,,,,476.6449733807868,0.04766449733807868,476.5973088834487,0.042898047604270816,0.047664497338076546,0.0047664497338078685,0.9999,0.1,3.7694835252461893e-23,0.0,706671.8862682746,1.0515,0.0149,706671.8862682746,10529.411105397292,10529.411105397292,0.0,58866.88748516537,1060.007829402412,35333.594313413734,706.6718862682746,636.0046976414473,5653.375090146197,2120.015658804824,1413.3437725365493,0.0039131695179345305,0.0030558517698058884,0.00015737636614500346,0.0006999413819836388,1.7165642072714302e-27,0.0030558517698058884,0.00015737636614500346,0.0006999413819836388,1.7165642072714302e-27,0.0,0.0,2.1965490419017863e-26,1.0,706671.8862682746,10.879166666666665,drum,ScreenZO,screen,12.969,1.0,1.0,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,760531.5972477411,0.0,0.0,0.0,0.0,799698.9745059998,11331.920798991343,,,,512.9729510532405,0.05129729510532406,512.9216537581352,0.046167565594791654,0.051297295105321924,0.005129729510532407,0.9999,0.1,3.7694835252461893e-23,0.0,760531.5972477411,1.0515,0.0149,760531.5972477411,11331.920798991341,11331.920798991341,0.0,63353.48672283214,1140.7973958716116,38026.57986238706,760.531597247741,684.478437522967,6084.252777981928,2281.594791743223,1521.063194495482,0.003913169517934531,0.003055851769805889,0.0001573763661450038,0.0006999413819836388,1.5949996957956242e-27,0.003055851769805889,0.0001573763661450038,0.0006999413819836388,1.5949996957956242e-27,0.0,0.0,2.040992721852514e-26,1.0,760531.5972477411,11.708333333333332,drum,ScreenZO,screen,12.969,1.0,1.0,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,814391.3082272074,0.0,0.0,0.0,0.0,856332.4606009086,12134.430492585392,,,,549.3009287256942,0.05493009287256943,549.2459986328216,0.04943708358531249,0.05493009287265296,0.005493009287256944,0.9999,0.1,3.7694835252461893e-23,0.0,814391.3082272074,1.0515,0.0149,814391.3082272074,12134.43049258539,12134.43049258539,0.0,67840.0859604989,1221.5869623408112,40719.565411360374,814.3913082272074,732.9521774044867,6515.13046581766,2443.1739246816223,1628.782616454415,0.0039131695179345305,0.0030558517698058875,0.00015737636614500367,0.0006999413819836387,1.4895145048805925e-27,0.0030558517698058875,0.00015737636614500367,0.0006999413819836387,1.4895145048805925e-27,0.0,0.0,1.9060118140264417e-26,1.0,814391.3082272074,12.5375,drum,ScreenZO,screen,12.969,1.0,1.0,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,868251.0192066736,0.0,0.0,0.0,0.0,912965.9466958174,12936.940186179438,,,,585.6289063981479,0.0585628906398148,585.5703435075081,0.052706601575833324,0.058562890639812355,0.0058562890639814805,0.9999,0.1,3.7694835252461893e-23,0.0,868251.0192066736,1.0515,0.0149,868251.0192066736,12936.940186179438,12936.940186179438,0.0,72326.68519816564,1302.3765288100105,43412.55096033368,868.2510192066736,781.4259172860063,6946.008153653389,2604.753057620021,1736.5020384133472,0.0039131695179345305,0.0030558517698058884,0.00015737636614500364,0.0006999413819836388,1.397116317077838e-27,0.0030558517698058884,0.00015737636614500364,0.0006999413819836388,1.397116317077838e-27,0.0,0.0,1.7877772906501134e-26,1.0,868251.0192066736,13.366666666666665,drum,ScreenZO,screen,12.969,1.0,1.0,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,922110.73018614,0.0,0.0,9.860761290265605e-32,6.755088767048816e-29,969599.4327907264,13739.449879773489,,,,621.9568840706015,0.062195688407060155,621.8946883821944,0.05597611956635414,0.06219568840715492,0.006219568840706017,0.9999,0.1,3.7694835252461893e-23,0.0,922110.73018614,1.0515,0.0149,922110.73018614,13739.449879773487,13739.449879773487,6.755088767048816e-29,76813.28443583241,1383.1660952792101,46105.53650930701,922.11073018614,829.8996571675261,7376.88584148912,2766.3321905584203,1844.22146037228,0.003913169517934531,0.0030558517698058884,0.00015737636614500356,0.0006999413819836388,1.315511929904815e-27,0.0030558517698058884,0.00015737636614500356,0.0006999413819836388,1.315511929904815e-27,3.441306754203359e-36,4.4035632467549606e-35,1.6833547250970252e-26,1.0,922110.73018614,14.195833333333331,drum,ScreenZO,screen,12.969,1.0,1.0,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,975970.4411656064,0.0,0.0,9.860761290552565e-32,6.755088767245397e-29,1026232.9188856351,14541.959573367538,,,,658.2848617430552,0.06582848617430553,658.219033256881,0.05924563755687499,0.06582848617427592,0.006582848617430554,0.9999,0.1,3.7694835252461893e-23,0.0,975970.4411656064,1.0515,0.0149,975970.4411656064,14541.959573367534,14541.959573367534,6.755088767245397e-29,81299.88367349916,1463.9556617484095,48798.52205828032,975.9704411656064,878.3733970490458,7807.763529324851,2927.911323496819,1951.9408823312128,0.0039131695179345305,0.0030558517698058884,0.00015737636614500348,0.0006999413819836387,1.2429143497464516e-27,0.0030558517698058884,0.00015737636614500348,0.0006999413819836387,1.2429143497464516e-27,3.2513954830593566e-36,4.160549079903148e-35,1.590457445481299e-26,1.0,975970.4411656064,15.024999999999999,drum,ScreenZO,screen,12.969,1.0,1.0,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,1029830.1521450728,0.0,0.0,0.0,0.0,1082866.4049805442,15344.469266961587,,,,694.612839415509,0.0694612839415509,694.5433781315675,0.06251515554739581,0.06946128394165696,0.006946128394155091,0.9999,0.1,3.7694835252461893e-23,0.0,1029830.1521450728,1.0515,0.0149,1029830.1521450728,15344.469266961585,15344.469266961585,0.0,85786.48291116593,1544.7452282176093,51491.50760725365,1029.8301521450728,926.8471369305656,8238.641217160583,3089.4904564352187,2059.6603042901456,0.0039131695179345305,0.003055851769805888,0.00015737636614500375,0.0006999413819836387,1.1779104192340878e-27,0.003055851769805888,0.00015737636614500375,0.0006999413819836387,1.1779104192340878e-27,0.0,0.0,1.5072771480697932e-26,1.0,1029830.1521450728,15.854166666666666,drum,ScreenZO,screen,12.969,1.0,1.0,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,1083689.863124539,0.0,0.0,0.0,0.0,1139499.8910754528,16146.97896055563,,,,730.9408170879626,0.07309408170879628,730.8677230062539,0.06578467353791666,0.07309408170879322,0.007309408170879628,0.9999,0.1,3.7694835252461893e-23,0.0,1083689.863124539,1.0515,0.0149,1083689.863124539,16146.97896055563,16146.97896055563,0.0,90273.08214883266,1625.5347946868085,54184.49315622695,1083.689863124539,975.3208768120851,8669.518904996312,3251.069589373617,2167.379726249078,0.0039131695179345305,0.003055851769805888,0.0001573763661450034,0.0006999413819836387,1.1193679183780482e-27,0.003055851769805888,0.0001573763661450034,0.0006999413819836387,1.1193679183780482e-27,0.0,0.0,1.4323650220793116e-26,1.0,1083689.863124539,16.683333333333334,drum,ScreenZO,screen,12.969,1.0,1.0,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,1137549.5741040055,0.0,0.0,0.0,0.0,1196133.3771703618,16949.488654149685,,,,767.2687947604164,0.07672687947604165,767.1920678809404,0.06905419152843749,0.07672687947603822,0.007672687947604165,0.9999,0.1,3.7694835252461893e-23,0.0,1137549.5741040055,1.0515,0.0149,1137549.5741040055,16949.48865414968,16949.48865414968,0.0,94759.68138649943,1706.3243611560083,56877.47870520028,1137.5495741040054,1023.794616693605,9100.396592832043,3412.6487223120166,2275.099148208011,0.00391316951793453,0.003055851769805888,0.000157376366145003,0.0006999413819836387,1.0663690566704028e-27,0.003055851769805888,0.000157376366145003,0.0006999413819836387,1.0663690566704028e-27,0.0,0.0,1.3645466448740336e-26,1.0,1137549.5741040055,17.5125,drum,ScreenZO,screen,12.969,1.0,1.0,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,1191409.285083472,0.0,0.0,0.0,0.0,1252766.8632652708,17751.998347743734,,,,803.5967724328701,0.08035967724328703,803.5164127556269,0.07232370951895833,0.08035967724328368,0.008035967724328704,0.9999,0.1,3.7694835252461893e-23,0.0,1191409.285083472,1.0515,0.0149,1191409.285083472,17751.998347743734,17751.998347743734,0.0,99246.28062416622,1787.1139276252081,59570.4642541736,1191.409285083472,1072.268356575125,9531.274280667776,3574.2278552504163,2382.818570166944,0.0039131695179345305,0.0030558517698058884,0.0001573763661450038,0.0006999413819836388,1.018162004812745e-27,0.0030558517698058884,0.0001573763661450038,0.0006999413819836388,1.018162004812745e-27,0.0,0.0,1.3028599610189826e-26,1.0,1191409.285083472,18.34166666666667,drum,ScreenZO,screen,12.969,1.0,1.0,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,1245268.9960629384,0.0,0.0,0.0,0.0,1309400.3493601796,18554.508041337784,,,,839.9247501053239,0.08399247501053239,839.8407576303134,0.07559322750947915,0.08399247501052864,0.00839924750105324,0.9999,0.1,3.7694835252461893e-23,0.0,1245268.9960629384,1.0515,0.0149,1245268.9960629384,18554.50804133778,18554.50804133778,0.0,103732.87986183297,1867.9034940944075,62263.44980314692,1245.2689960629384,1120.7420964566447,9962.151968503507,3735.806988188815,2490.537992125877,0.0039131695179345305,0.003055851769805888,0.00015737636614500402,0.0006999413819836387,9.741250043872427e-28,0.003055851769805888,0.00015737636614500402,0.0006999413819836387,9.741250043872427e-28,0.0,0.0,1.2465093563150539e-26,1.0,1245268.9960629384,19.170833333333334,drum,ScreenZO,screen,12.969,1.0,1.0,,,,,,
0.0015,0.05,0.001,0.9,0.008,0.003,0.002,1.0,5.9069053497942385e-08,0.475,30.0,0.05,0.06505143508027657,3.4,1.65,6.1e-06,1.1,3.63759,0.67,1.0,1.0,1.124346,3.49,0.79,0.79,1.02,0.44,0.88,0.15,1.53,7.072,0.12,0.97,0.510219804,1.3,0.08,0.14,0,0,0,0,0,0,0,0,0,1299128.7070424047,0.0,0.0,0.0,0.0,1366033.8354550886,19357.017734931833,,,,876.2527277777775,0.08762527277777776,876.1651025049997,0.07886274549999998,0.08762527277780693,0.008762527277777777,0.9999,0.1,3.7694835252461893e-23,0.0,1299128.7070424047,1.0515,0.0149,1299128.7070424047,19357.01773493183,19357.01773493183,0.0,108219.47909949973,1948.693060563607,64956.435352120236,1299.1287070424048,1169.2158363381643,10393.029656339238,3897.386121127214,2598.2574140848096,0.00391316951793453,0.003055851769805888,0.0001573763661450037,0.0006999413819836386,9.337394052470214e-28,0.003055851769805888,0.0001573763661450037,0.0006999413819836386,9.337394052470214e-28,0.0,0.0,1.1948311559178255e-26,1.0,1299128.7070424047,20.0,drum,ScreenZO,screen,12.969,1.0,1.0,,,,,,
